inning_id,runs,wickets,overs,final_score,checkpoint
559-1,30,0,4,158,5
559-2,35,0,4,159,5
56-1,24,2,4,162,5
56-2,29,0,4,142,5
560-1,32,0,4,183,5
560-2,40,1,4,184,5
561-1,31,1,4,163,5
561-2,21,1,4,157,5
562-1,20,1,4,235,5
562-2,29,1,4,196,5
563-1,17,2,4,157,5
563-2,21,0,4,145,5
564-1,46,0,4,185,5
564-2,37,0,4,180,5
565-1,11,0,4,119,5
567-1,25,0,4,171,5
567-2,29,0,4,166,5
569-1,31,1,4,130,5
57-1,25,0,4,128,5
570-1,43,0,4,199,5
570-2,36,2,4,190,5
571-1,34,0,4,187,5
572-1,13,2,4,113,5
573-1,22,0,4,187,5
573-2,33,1,4,162,5
574-1,28,0,4,180,5
574-2,30,1,4,109,5
575-1,23,0,4,139,5
575-2,23,1,4,140,5
576-1,40,1,4,202,5
576-2,21,0,4,161,5
577-1,29,2,4,121,5
579-1,31,0,4,161,5
58-1,22,1,4,107,5
580-1,27,1,4,227,5
580-2,38,1,4,182,5
581-1,22,1,4,187,5
581-2,37,0,4,188,5
582-1,28,1,4,163,5
582-2,38,0,4,164,5
583-1,17,1,4,111,5
584-1,26,2,4,142,5
584-2,25,0,4,146,5
585-1,19,2,4,143,5
585-2,29,1,4,147,5
586-1,27,1,4,152,5
586-2,30,0,4,153,5
587-1,35,1,4,191,5
587-2,42,1,4,192,5
588-1,23,2,4,142,5
589-1,26,1,4,138,5
59-1,11,2,4,129,5
59-2,23,1,4,128,5
590-1,32,1,4,170,5
591-1,26,1,4,135,5
592-1,29,1,4,185,5
592-2,23,3,4,172,5
593-1,28,1,4,164,5
593-2,45,1,4,154,5
594-1,21,1,4,143,5
595-1,27,1,4,180,5
595-2,41,0,4,182,5
596-1,24,1,4,160,5
596-2,42,2,4,162,5
597-1,18,1,4,189,5
597-2,28,1,4,164,5
598-1,19,1,4,118,5
599-1,51,0,4,172,5
599-2,16,3,4,171,5
6-1,32,0,4,135,5
60-1,50,0,4,222,5
600-1,38,0,4,174,5
601-1,22,1,4,195,5
601-2,48,0,4,196,5
602-1,30,2,4,186,5
602-2,28,1,4,159,5
603-1,28,1,4,194,5
603-2,37,0,4,179,5
604-1,34,0,4,154,5
604-2,24,1,4,131,5
605-1,36,1,4,159,5
605-2,39,1,4,161,5
606-1,25,1,4,185,5
606-2,32,1,4,189,5
607-1,24,3,4,149,5
608-1,30,0,4,164,5
608-2,16,3,4,157,5
609-1,27,1,4,162,5
609-2,28,0,4,166,5
61-1,33,1,4,240,5
61-2,37,0,4,207,5
610-1,11,1,4,126,5
610-2,31,1,4,129,5
611-1,37,1,4,191,5
611-2,25,0,4,195,5
612-1,36,0,4,181,5
612-2,23,0,4,172,5
613-1,34,0,4,177,5
614-1,21,3,4,158,5
615-1,44,0,4,175,5
615-2,36,0,4,174,5
616-1,19,1,4,137,5
616-2,19,2,4,133,5
617-1,17,2,4,151,5
617-2,23,1,4,153,5
618-1,26,0,4,146,5
618-2,32,1,4,150,5
619-1,12,2,4,124,5
62-1,31,2,4,129,5
620-1,19,1,4,248,5
620-2,26,1,4,104,5
622-1,33,0,4,179,5
622-2,31,0,4,180,5
623-1,31,0,4,206,5
623-2,40,1,4,126,5
624-1,33,1,4,183,5
624-2,44,0,4,186,5
625-1,15,1,4,121,5
627-1,34,1,4,124,5
628-1,32,0,4,158,5
628-2,22,1,4,161,5
629-1,25,0,4,172,5
629-2,34,0,4,173,5
63-1,22,2,4,165,5
63-2,27,0,4,166,5
630-1,37,1,4,172,5
631-1,34,1,4,171,5
631-2,29,1,4,149,5
632-1,33,1,4,138,5
632-2,28,2,4,139,5
633-1,10,3,4,158,5
633-2,25,3,4,159,5
634-1,21,1,4,162,5
634-2,34,1,4,140,5
635-1,23,2,4,162,5
635-2,33,1,4,163,5
636-1,27,0,4,208,5
636-2,42,0,4,200,5
64-1,21,1,4,110,5
64-2,21,2,4,112,5
65-1,24,0,4,166,5
65-2,42,2,4,168,5
66-1,16,1,4,142,5
67-1,35,1,4,208,5
67-2,31,2,4,202,5
68-1,33,2,4,214,5
68-2,35,1,4,217,5
69-1,25,1,4,182,5
69-2,21,2,4,116,5
7-1,44,0,4,178,5
7-2,37,0,4,180,5
70-1,29,2,4,135,5
71-1,38,2,4,147,5
72-1,18,2,4,154,5
73-1,29,2,4,158,5
73-2,34,2,4,162,5
74-1,22,1,4,178,5
74-2,20,1,4,165,5
75-1,33,2,4,137,5
75-2,25,2,4,138,5
76-1,45,0,4,191,5
76-2,42,1,4,181,5
77-1,30,1,4,164,5
77-2,33,0,4,167,5
78-1,26,1,4,196,5
78-2,39,1,4,151,5
7894-1,23,2,4,169,5
7894-2,31,1,4,176,5
7895-1,31,1,4,172,5
7895-2,63,1,4,168,5
7896-1,34,1,4,182,5
7896-2,46,1,4,190,5
7897-1,28,1,4,133,5
7898-1,36,1,4,207,5
7898-2,53,0,4,212,5
79-1,28,1,4,169,5
79-2,43,0,4,172,5
7900-1,44,1,4,155,5
7900-2,39,0,4,155,5
7901-1,37,3,4,161,5
7901-2,33,1,4,163,5
7902-1,58,0,4,204,5
7902-2,29,0,4,197,5
7903-1,23,1,4,145,5
7903-2,38,1,4,144,5
7904-1,36,0,4,231,5
7904-2,38,1,4,204,5
7905-1,39,0,4,198,5
7905-2,44,1,4,206,5
7906-1,19,1,4,206,5
7907-1,46,2,4,230,5
7907-2,42,0,4,173,5
7908-1,28,0,4,165,5
7908-2,27,1,4,166,5
7909-1,29,0,4,201,5
7909-2,30,2,4,191,5
7910-1,49,0,4,210,5
7910-2,33,2,4,148,5
7911-1,38,1,4,200,5
7912-1,14,1,4,186,5
7913-1,16,1,4,186,5
7913-2,23,2,4,180,5
7914-1,18,1,4,172,5
7914-2,28,1,4,174,5
7915-1,38,1,4,157,5
7915-2,42,1,4,148,5
7916-1,43,2,4,130,5
7916-2,18,2,4,89,5
7917-1,35,0,4,213,5
7917-2,35,1,4,218,5
7918-1,24,2,4,140,5
7918-2,30,0,4,121,5
7919-1,40,0,4,223,5
7919-2,40,3,4,168,5
7920-1,24,0,4,176,5
7920-2,36,0,4,180,5
7921-1,26,1,4,152,5
7921-2,31,1,4,141,5
7922-1,30,0,4,185,5
7922-2,38,0,4,184,5
7923-1,26,0,4,218,5
7923-2,32,1,4,206,5
7924-1,33,0,4,173,5
7924-2,29,3,4,176,5
7926-1,29,0,4,184,5
7927-1,34,0,4,184,5
7927-2,32,0,4,182,5
7928-1,32,1,4,131,5
7929-1,35,1,4,166,5
7929-2,25,0,4,170,5
7930-1,32,0,4,187,5
7930-2,37,2,4,177,5
7931-1,42,2,4,160,5
7931-2,29,1,4,158,5
7932-1,27,1,4,155,5
7932-2,33,1,4,146,5
7933-1,38,1,4,161,5
7933-2,20,2,4,149,5
7934-1,30,0,4,217,5
7934-2,32,2,4,109,5
7935-1,22,2,4,190,5
7935-2,29,1,4,193,5
7936-1,43,1,4,188,5
7936-2,48,1,4,180,5
7937-1,32,0,4,250,5
7937-2,44,0,4,221,5
7938-1,30,2,4,188,5
7938-2,40,2,4,198,5
7939-1,18,1,4,192,5
7939-2,36,0,4,181,5
7940-1,37,0,4,177,5
7942-1,60,0,4,144,5
7943-1,41,1,4,197,5
7943-2,34,1,4,192,5
7944-1,34,1,4,222,5
7944-2,32,0,4,209,5
7945-1,28,0,4,171,5
7945-2,21,0,4,130,5
7946-1,30,1,4,174,5
7946-2,36,1,4,137,5
7947-1,47,0,4,183,5
7947-2,56,1,4,180,5
7948-1,35,1,4,186,5
7948-2,34,1,4,170,5
7949-1,19,3,4,164,5
7949-2,29,1,4,168,5
7950-1,34,2,4,148,5
7950-2,25,3,4,145,5
7951-1,35,3,4,179,5
7951-2,32,0,4,145,5
7952-1,29,0,4,179,5
7952-2,48,1,4,163,5
7953-1,18,1,4,186,5
7953-2,17,1,4,187,5
8-1,19,2,4,148,5
80-1,22,0,4,165,5
80-2,30,1,4,171,5
81-1,32,1,4,178,5
81-2,25,3,4,169,5
82-1,26,0,4,162,5
82-2,22,2,4,133,5
83-1,16,3,4,109,5
84-1,15,3,4,126,5
84-2,32,1,4,127,5
85-1,21,2,4,144,5
87-1,39,0,4,187,5
87-2,34,0,4,188,5
89-1,29,0,4,140,5
9-1,39,1,4,205,5
91-1,27,2,4,181,5
91-2,29,1,4,163,5
92-1,28,1,4,204,5
92-2,27,1,4,181,5
93-1,29,0,4,156,5
93-2,14,1,4,159,5
94-1,24,1,4,143,5
95-1,22,0,4,133,5
96-1,20,1,4,156,5
97-1,35,0,4,221,5
97-2,28,1,4,180,5
98-1,34,1,4,194,5
98-2,44,1,4,182,5
1-1,42,1,5,207,6
1-2,48,0,5,172,6
10-1,26,0,5,158,6
10-2,42,2,5,159,6
101-1,43,0,5,197,6
101-2,18,3,5,132,6
102-1,48,1,5,178,6
102-2,23,3,5,153,6
103-1,28,2,5,149,6
104-1,35,1,5,154,6
104-2,60,0,5,158,6
105-1,24,1,5,147,6
106-1,30,1,5,189,6
106-2,56,1,5,188,6
107-1,22,1,5,126,6
107-2,42,0,5,112,6
108-1,39,0,5,175,6
108-2,63,0,5,178,6
109-1,43,0,5,176,6
109-2,50,2,5,179,6
11-1,53,0,5,170,6
110-1,52,0,5,211,6
110-2,55,1,5,201,6
111-1,39,1,5,156,6
111-2,31,1,5,153,6
11138-1,47,0,5,189,6
11138-2,40,1,5,187,6
11139-1,38,2,5,219,6
11139-2,39,1,5,185,6
11140-1,34,1,5,200,6
11140-2,45,0,5,175,6
11141-1,40,1,5,154,6
11141-2,55,1,5,157,6
11142-1,45,2,5,223,6
11142-2,45,2,5,196,6
11143-1,43,0,5,197,6
11143-2,48,1,5,186,6
11144-1,32,1,5,203,6
11144-2,55,0,5,211,6
11145-1,54,0,5,187,6
11145-2,36,0,5,185,6
11146-1,31,1,5,193,6
11146-2,34,1,5,189,6
11147-1,51,0,5,233,6
11147-2,24,3,5,120,6
11148-1,27,3,5,182,6
11148-2,30,3,5,174,6
11149-1,44,2,5,175,6
11149-2,44,1,5,163,6
11150-1,46,0,5,164,6
11150-2,52,0,5,174,6
11151-1,41,1,5,176,6
11151-2,35,3,5,147,6
11152-1,28,1,5,134,6
11152-2,57,0,5,142,6
11153-1,49,0,5,210,6
11153-2,58,1,5,219,6
112-1,37,1,5,174,6
112-2,45,0,5,175,6
113-1,28,0,5,145,6
113-2,32,1,5,146,6
11309-1,48,0,5,165,6
11309-2,36,2,5,142,6
11310-1,28,2,5,142,6
11311-1,38,1,5,154,6
11311-2,54,1,5,164,6
11312-1,25,1,5,150,6
11313-1,33,1,5,158,6
11313-2,30,1,5,152,6
11314-1,28,4,5,114,6
11315-1,43,0,5,204,6
11315-2,41,1,5,210,6
11316-1,59,2,5,158,6
11316-2,24,3,5,164,6
11317-1,41,1,5,183,6
11317-2,55,1,5,183,6
11318-1,53,0,5,191,6
11318-2,50,0,5,192,6
11319-1,36,0,5,180,6
11319-2,54,1,5,175,6
11320-1,42,1,5,170,6
11320-2,44,1,5,164,6
11321-1,41,2,5,164,6
11321-2,37,0,5,121,6
11322-1,44,1,5,179,6
11322-2,56,0,5,179,6
11323-1,34,0,5,190,6
11323-2,59,1,5,180,6
11324-1,28,0,5,139,6
11325-1,42,0,5,174,6
11325-2,42,0,5,136,6
11326-1,32,1,5,219,6
11326-2,37,3,5,219,6
11327-1,38,1,5,171,6
11327-2,53,1,5,168,6
11328-1,46,2,5,168,6
11328-2,52,1,5,177,6
11329-1,54,2,5,164,6
11330-1,34,1,5,165,6
11330-2,29,3,5,172,6
11331-1,38,1,5,196,6
11331-2,45,0,5,194,6
11332-1,45,1,5,179,6
11332-2,27,1,5,185,6
11333-1,57,1,5,213,6
11333-2,59,1,5,190,6
11334-1,36,2,5,185,6
11334-2,53,0,5,182,6
11335-1,42,1,5,159,6
11336-1,43,1,5,169,6
11336-2,41,0,5,167,6
11337-1,54,1,5,193,6
11337-2,57,0,5,176,6
11338-1,39,0,5,241,6
11338-2,30,2,5,204,6
11339-1,78,0,5,232,6
11339-2,43,1,5,174,6
11341-1,18,1,5,186,6
11342-1,37,0,5,170,6
11342-2,58,1,5,165,6
11343-1,28,2,5,186,6
11344-1,27,3,5,124,6
11345-1,52,1,5,179,6
11345-2,49,3,5,187,6
11346-1,38,1,5,172,6
11347-1,39,0,5,143,6
114-1,18,2,5,147,6
114-2,41,1,5,148,6
11412-1,24,2,5,136,6
11412-2,36,2,5,140,6
11413-1,44,1,5,171,6
11413-2,50,0,5,170,6
11414-1,37,1,5,155,6
11414-2,27,0,5,162,6
11415-1,46,1,5,152,6
11415-2,38,1,5,157,6
115-1,43,0,5,192,6
116-1,30,3,5,112,6
117-1,39,0,5,163,6
117-2,36,1,5,164,6
118-1,35,0,5,165,6
118-2,33,2,5,146,6
119-1,17,3,5,133,6
12-1,34,0,5,142,6
12-2,18,4,5,145,6
121-1,15,2,5,101,6
122-1,56,0,5,179,6
123-1,36,1,5,158,6
124-1,49,1,5,184,6
124-2,25,2,5,160,6
125-1,46,2,5,189,6
125-2,56,0,5,180,6
126-1,40,2,5,150,6
126-2,28,1,5,150,6
127-1,47,1,5,168,6
127-2,39,0,5,173,6
128-1,44,0,5,168,6
128-2,42,1,5,156,6
129-1,35,2,5,149,6
129-2,39,1,5,150,6
13-1,60,1,5,171,6
130-1,28,2,5,139,6
130-2,27,4,5,112,6
131-1,55,1,5,165,6
131-2,66,0,5,169,6
132-1,45,0,5,187,6
133-1,36,2,5,143,6
133-2,31,2,5,147,6
134-1,44,1,5,139,6
134-2,40,0,5,143,6
135-1,23,2,5,119,6
135-2,13,3,5,116,6
136-1,30,2,5,148,6
136-2,35,2,5,150,6
137-1,26,2,5,164,6
137-2,28,1,5,126,6
138-1,31,1,5,148,6
138-2,21,2,5,139,6
139-1,27,2,5,145,6
139-2,28,0,5,137,6
14-1,33,1,5,172,6
14-2,39,0,5,155,6
140-1,35,1,5,141,6
140-2,20,3,5,142,6
141-1,36,1,5,163,6
141-2,38,2,5,145,6
142-1,23,1,5,153,6
142-2,44,1,5,154,6
143-1,23,2,5,149,6
143-2,51,1,5,150,6
144-1,45,0,5,178,6
145-1,44,0,5,211,6
145-2,25,3,5,133,6
146-1,48,0,5,154,6
146-2,49,0,5,157,6
147-1,36,1,5,145,6
147-2,27,2,5,126,6
148-1,23,2,5,105,6
15-1,41,0,5,188,6
15-2,33,3,5,137,6
150-1,25,2,5,116,6
150-2,33,0,5,118,6
151-1,44,1,5,168,6
151-2,42,2,5,169,6
152-1,25,1,5,140,6
152-2,25,1,5,141,6
153-1,42,1,5,157,6
153-2,31,2,5,141,6
154-1,25,3,5,123,6
155-1,32,1,5,166,6
155-2,25,2,5,113,6
156-1,27,2,5,173,6
156-2,36,0,5,176,6
157-1,43,2,5,119,6
158-1,32,1,5,173,6
158-2,40,2,5,161,6
159-1,43,1,5,129,6
159-2,30,3,5,132,6
16-1,31,1,5,176,6
16-2,47,1,5,177,6
160-1,39,0,5,145,6
160-2,23,2,5,143,6
161-1,27,2,5,120,6
161-2,35,2,5,123,6
162-1,34,1,5,147,6
162-2,34,2,5,151,6
163-1,29,1,5,160,6
163-2,41,0,5,166,6
164-1,33,3,5,134,6
164-2,40,2,5,133,6
165-1,26,2,5,150,6
165-2,19,2,5,136,6
166-1,42,0,5,188,6
166-2,34,1,5,189,6
167-1,28,2,5,134,6
167-2,19,1,5,135,6
168-1,38,3,5,101,6
168-2,21,3,5,102,6
169-1,44,1,5,116,6
169-2,26,1,5,92,6
17-1,50,0,5,161,6
17-2,39,1,5,134,6
170-1,28,3,5,165,6
171-1,31,1,5,170,6
171-2,45,0,5,158,6
172-1,41,2,5,153,6
173-1,46,0,5,146,6
173-2,49,2,5,149,6
174-1,23,2,5,143,6
174-2,33,1,5,137,6
175-1,31,3,5,161,6
175-2,56,0,5,150,6
176-1,52,1,5,212,6
176-2,38,1,5,208,6
177-1,39,1,5,142,6
177-2,30,2,5,146,6
178-1,18,2,5,135,6
178-2,52,0,5,136,6
179-1,55,2,5,190,6
179-2,31,3,5,159,6
18-1,50,0,5,168,6
18-2,34,3,5,169,6
180-1,45,2,5,141,6
181-1,35,0,5,203,6
181-2,43,0,5,204,6
182-1,22,1,5,164,6
182-2,34,3,5,109,6
183-1,56,1,5,218,6
184-1,27,0,5,92,6
185-1,50,1,5,185,6
185-2,50,1,5,190,6
186-1,53,2,5,170,6
186-2,22,3,5,164,6
187-1,42,2,5,168,6
187-2,37,1,5,134,6
188-1,37,2,5,151,6
188-2,40,0,5,155,6
189-1,44,2,5,171,6
189-2,41,1,5,161,6
19-1,25,1,5,159,6
19-2,32,2,5,154,6
190-1,30,1,5,136,6
190-2,34,0,5,136,6
191-1,34,0,5,155,6
191-2,51,0,5,156,6
192-1,29,1,5,171,6
192-2,22,1,5,135,6
193-1,49,1,5,183,6
193-2,59,1,5,152,6
194-1,38,2,5,180,6
194-2,50,0,5,181,6
195-1,42,2,5,148,6
196-1,45,2,5,183,6
196-2,31,1,5,144,6
197-1,58,1,5,183,6
197-2,37,0,5,166,6
198-1,49,1,5,177,6
198-2,50,1,5,160,6
199-1,42,1,5,172,6
2-1,48,1,5,184,6
2-2,43,1,5,187,6
20-1,36,0,5,213,6
20-2,48,2,5,192,6
200-1,56,3,5,177,6
200-2,32,3,5,137,6
201-1,41,2,5,163,6
201-2,37,0,5,164,6
202-1,33,1,5,161,6
202-2,47,0,5,162,6
203-1,45,2,5,188,6
204-1,40,1,5,181,6
204-2,46,1,5,157,6
205-1,36,1,5,181,6
205-2,40,1,5,184,6
206-1,50,0,5,246,6
206-2,47,0,5,223,6
207-1,47,0,5,178,6
207-2,36,1,5,115,6
208-1,46,0,5,200,6
208-2,52,1,5,204,6
209-1,48,1,5,184,6
209-2,36,1,5,147,6
21-1,31,1,5,191,6
21-2,47,1,5,176,6
210-1,37,2,5,159,6
210-2,48,2,5,157,6
211-1,35,1,5,165,6
211-2,38,0,5,141,6
212-1,42,1,5,153,6
213-1,41,0,5,181,6
213-2,39,1,5,167,6
214-1,39,1,5,184,6
214-2,30,1,5,186,6
215-1,45,1,5,154,6
215-2,46,1,5,158,6
216-1,41,1,5,138,6
216-2,35,2,5,139,6
217-1,51,0,5,160,6
218-1,44,3,5,111,6
218-2,32,0,5,112,6
219-1,41,3,5,174,6
219-2,20,3,5,137,6
22-1,39,0,5,198,6
220-1,28,3,5,151,6
220-2,32,1,5,138,6
221-1,40,0,5,183,6
221-2,55,1,5,144,6
222-1,21,4,5,139,6
223-1,24,3,5,130,6
224-1,34,3,5,112,6
224-2,26,3,5,113,6
225-1,34,1,5,174,6
225-2,37,1,5,178,6
226-1,29,0,5,191,6
226-2,30,1,5,134,6
227-1,32,0,5,132,6
228-1,43,1,5,192,6
228-2,37,2,5,195,6
229-1,34,2,5,145,6
229-2,37,3,5,134,6
23-1,57,1,5,187,6
23-2,62,1,5,188,6
230-1,29,2,5,133,6
231-1,39,2,5,184,6
231-2,41,1,5,149,6
232-1,31,3,5,142,6
232-2,19,0,5,104,6
233-1,20,3,5,82,6
234-1,29,0,5,168,6
234-2,21,1,5,146,6
235-1,32,1,5,153,6
235-2,44,0,5,151,6
236-1,40,1,5,137,6
236-2,29,0,5,141,6
237-1,42,0,5,161,6
237-2,44,1,5,162,6
239-1,26,4,5,112,6
24-1,47,1,5,142,6
24-2,21,4,5,128,6
240-1,34,0,5,163,6
240-2,23,2,5,154,6
241-1,30,2,5,151,6
241-2,43,1,5,152,6
242-1,20,2,5,140,6
242-2,33,1,5,143,6
243-1,27,2,5,188,6
243-2,49,0,5,193,6
244-1,24,4,5,148,6
244-2,37,1,5,151,6
245-1,34,1,5,175,6
245-2,27,3,5,142,6
246-1,29,1,5,159,6
246-2,44,1,5,160,6
247-1,35,0,5,182,6
247-2,32,0,5,184,6
248-1,33,0,5,183,6
248-2,31,3,5,162,6
249-1,38,1,5,165,6
25-1,34,0,5,176,6
25-2,37,1,5,179,6
250-1,42,1,5,187,6
250-2,52,0,5,190,6
253-1,36,1,5,168,6
253-2,33,2,5,152,6
254-2,27,1,5,124,6
255-1,38,0,5,132,6
255-2,28,2,5,126,6
256-1,73,1,5,195,6
256-2,38,2,5,147,6
257-1,31,2,5,164,6
257-2,38,2,5,156,6
258-1,44,1,5,171,6
258-2,46,0,5,175,6
259-1,52,0,5,231,6
259-2,34,1,5,202,6
26-1,36,1,5,188,6
26-2,43,1,5,162,6
260-1,47,0,5,172,6
260-2,39,1,5,135,6
261-1,29,2,5,109,6
262-1,35,0,5,142,6
262-2,40,3,5,117,6
263-1,34,1,5,160,6
263-2,62,1,5,161,6
264-1,27,2,5,141,6
264-2,19,1,5,145,6
265-1,19,2,5,129,6
266-1,34,1,5,148,6
266-2,34,1,5,131,6
267-1,29,2,5,94,6
267-2,17,1,5,95,6
268-1,40,0,5,181,6
268-2,35,0,5,155,6
269-1,31,2,5,157,6
269-2,29,3,5,119,6
27-1,56,1,5,131,6
270-1,35,1,5,119,6
271-1,37,1,5,143,6
271-2,29,1,5,144,6
272-1,26,1,5,165,6
272-2,57,0,5,146,6
273-1,24,1,5,159,6
273-2,18,1,5,136,6
274-1,38,1,5,140,6
275-1,35,0,5,169,6
275-2,38,0,5,149,6
276-1,36,0,5,147,6
276-2,39,1,5,149,6
277-1,35,1,5,160,6
277-2,27,2,5,139,6
278-1,30,1,5,156,6
278-2,40,0,5,139,6
279-1,30,1,5,175,6
279-2,24,2,5,179,6
28-1,37,0,5,160,6
28-2,35,1,5,157,6
280-1,47,1,5,205,6
280-2,33,3,5,120,6
281-1,12,1,5,114,6
282-1,50,0,5,178,6
282-2,13,4,5,146,6
283-1,41,0,5,125,6
284-1,29,1,5,119,6
285-1,47,0,5,196,6
285-2,38,1,5,133,6
286-1,39,0,5,136,6
286-2,43,0,5,137,6
287-1,30,1,5,163,6
288-1,32,0,5,146,6
289-1,39,1,5,176,6
289-2,46,1,5,158,6
29-1,42,0,5,182,6
29-2,38,1,5,184,6
290-1,46,0,5,178,6
290-2,35,2,5,181,6
292-1,23,1,5,135,6
292-2,24,2,5,125,6
293-1,33,1,5,170,6
293-2,25,0,5,141,6
294-1,22,2,5,97,6
295-1,35,1,5,136,6
295-2,40,0,5,138,6
296-1,29,1,5,232,6
297-1,24,1,5,152,6
297-2,29,1,5,141,6
298-1,25,2,5,118,6
299-1,20,2,5,133,6
3-1,40,1,5,183,6
30-1,23,3,5,134,6
300-1,47,0,5,198,6
300-2,36,2,5,116,6
302-1,17,3,5,128,6
303-1,44,2,5,175,6
303-2,36,1,5,178,6
304-1,39,1,5,175,6
304-2,24,2,5,177,6
305-1,19,3,5,147,6
305-2,51,0,5,148,6
306-1,67,0,5,185,6
306-2,41,1,5,142,6
307-1,48,0,5,205,6
307-2,38,2,5,147,6
308-1,34,1,5,112,6
31-1,48,1,5,160,6
310-1,27,3,5,129,6
310-2,21,3,5,101,6
311-1,48,0,5,191,6
311-2,40,1,5,160,6
312-1,41,1,5,157,6
312-2,40,1,5,137,6
313-1,38,1,5,193,6
314-1,29,1,5,164,6
314-2,23,3,5,142,6
315-1,36,2,5,166,6
315-2,13,2,5,144,6
316-1,27,2,5,138,6
316-2,15,2,5,142,6
317-1,47,0,5,165,6
317-2,20,2,5,123,6
318-1,35,2,5,110,6
319-1,44,1,5,197,6
319-2,35,2,5,170,6
32-1,50,0,5,207,6
32-2,42,3,5,181,6
320-1,51,0,5,205,6
320-2,32,0,5,208,6
321-1,28,1,5,115,6
322-1,33,0,5,131,6
322-2,26,1,5,137,6
323-1,35,1,5,157,6
323-2,27,3,5,162,6
324-1,39,0,5,155,6
324-2,48,1,5,156,6
325-1,24,2,5,134,6
325-2,41,2,5,132,6
326-1,34,0,5,195,6
326-2,42,2,5,136,6
327-1,16,2,5,92,6
328-1,49,0,5,196,6
328-2,50,0,5,197,6
329-1,48,0,5,182,6
329-2,40,1,5,186,6
33-1,31,1,5,157,6
33-2,33,2,5,96,6
330-1,34,1,5,124,6
331-1,28,1,5,187,6
332-1,28,0,5,164,6
332-2,35,2,5,151,6
333-1,27,2,5,163,6
333-2,25,2,5,166,6
334-1,36,1,5,146,6
334-2,40,0,5,147,6
335-1,34,1,5,192,6
335-2,29,1,5,172,6
336-1,28,0,5,163,6
336-2,42,0,5,164,6
337-1,35,0,5,126,6
337-2,32,1,5,127,6
338-1,27,1,5,189,6
338-2,35,0,5,143,6
339-1,18,2,5,146,6
34-1,47,2,5,153,6
34-2,52,1,5,153,6
340-1,35,0,5,168,6
340-2,29,0,5,171,6
341-1,48,1,5,177,6
341-2,39,1,5,159,6
342-1,40,0,5,207,6
342-2,36,3,5,170,6
343-1,38,0,5,156,6
343-2,45,0,5,149,6
344-1,40,0,5,190,6
344-2,32,1,5,143,6
345-1,35,2,5,152,6
345-2,30,0,5,151,6
346-1,36,0,5,100,6
346-2,27,1,5,101,6
347-1,32,2,5,139,6
347-2,31,1,5,140,6
348-1,26,2,5,186,6
348-2,31,1,5,173,6
349-1,50,0,5,141,6
350-1,25,1,5,158,6
350-2,44,1,5,163,6
351-1,28,0,5,120,6
351-2,31,1,5,119,6
352-1,47,1,5,160,6
352-2,40,1,5,150,6
353-1,49,0,5,150,6
353-2,35,2,5,143,6
354-1,45,1,5,177,6
354-2,27,1,5,134,6
355-1,46,0,5,173,6
355-2,38,1,5,174,6
356-1,39,0,5,181,6
356-2,36,0,5,185,6
357-1,43,1,5,153,6
357-2,50,0,5,154,6
358-1,28,0,5,125,6
359-1,42,0,5,170,6
359-2,31,2,5,145,6
36-1,67,0,5,209,6
36-2,36,2,5,161,6
360-1,12,2,5,141,6
361-1,25,1,5,126,6
361-2,30,1,5,127,6
362-1,41,0,5,173,6
362-2,38,3,5,138,6
363-1,43,1,5,182,6
363-2,23,2,5,155,6
364-1,24,3,5,114,6
365-1,34,1,5,170,6
365-2,26,4,5,125,6
366-1,41,0,5,190,6
366-2,28,2,5,194,6
367-1,34,2,5,171,6
367-2,28,3,5,173,6
368-1,39,0,5,158,6
368-2,44,0,5,160,6
369-1,38,1,5,136,6
369-2,36,2,5,140,6
37-1,40,1,5,162,6
37-2,47,1,5,165,6
370-1,25,2,5,140,6
370-2,20,0,5,108,6
371-1,24,2,5,120,6
372-1,39,1,5,215,6
372-2,47,2,5,194,6
373-1,31,1,5,126,6
373-2,44,0,5,128,6
374-1,18,3,5,141,6
374-2,34,0,5,145,6
375-1,22,1,5,136,6
375-2,35,1,5,102,6
376-1,21,3,5,132,6
376-2,37,2,5,123,6
377-1,31,1,5,162,6
377-2,39,0,5,163,6
378-1,36,0,5,162,6
378-2,47,2,5,144,6
379-1,22,2,5,187,6
379-2,47,1,5,149,6
38-1,46,0,5,161,6
38-2,37,3,5,167,6
380-1,39,0,5,222,6
381-1,35,0,5,190,6
381-2,41,1,5,192,6
382-1,41,1,5,128,6
382-2,40,1,5,129,6
383-1,28,2,5,156,6
383-2,27,0,5,154,6
384-1,32,0,5,126,6
384-2,18,0,5,104,6
385-1,36,1,5,165,6
385-2,33,0,5,160,6
386-1,28,2,5,148,6
386-2,32,2,5,139,6
387-1,21,2,5,99,6
388-1,33,2,5,130,6
388-2,31,2,5,130,6
389-1,27,1,5,144,6
389-2,36,2,5,125,6
39-1,49,0,5,185,6
39-2,46,1,5,189,6
390-1,22,2,5,209,6
390-2,42,2,5,165,6
391-1,38,2,5,138,6
392-1,31,1,5,154,6
393-1,40,1,5,145,6
393-2,58,1,5,148,6
394-1,28,3,5,114,6
394-2,25,1,5,115,6
395-1,37,0,5,183,6
395-2,34,3,5,142,6
396-1,26,1,5,165,6
396-2,17,2,5,166,6
397-1,42,0,5,180,6
397-2,33,0,5,132,6
398-1,21,3,5,124,6
398-2,44,1,5,126,6
399-1,42,0,5,159,6
